invoice_ref,vendor_id,customer_id,company_code,invoice_date,posting_date,baseline_date,currency,gross_amount,tax_amount,tax_code,gl_account,cost_centre,profit_centre,payment_terms,reference,header_text,assignment,item_text
INV-2025-04487,V1009,C2013,1000,2025-10-18,2025-10-21,2025-10-21,AUD,436852.37,43685.24,A2,400400,CC2030,PC3001,ZN60,PO-95852,"Server equipment",PROJECT-BETA,"Debit note"
INV-2025-04488,V1001,C2011,4000,2025-10-20,2025-10-22,2025-10-20,USD,268425.55,0.00,V0,500300,CC2010,PC4000,ZN30,PO-89556,"Printing costs 2025-10",PROJECT-ALPHA,"Volume discount"
INV-2025-04489,V1010,C2014,2000,2025-04-16,2025-04-18,2025-04-17,GBP,286941.54,0.00,V0,400100,CC3020,PC3000,,PO-94564,"Contractor payments",R&D-PHASE1,"Emergency repair"
INV-2025-04490,V1014,C2014,4000,2025-06-28,2025-07-03,2025-07-01,CHF,433959.06,30377.13,V3,400100,CC1040,PC2000,ZN30,PO-85172,"Hardware procurement",OPEX-2026,"Progress billing"
INV-2026-04491,V1011,C2001,4000,2026-01-31,2026-02-05,2026-02-03,USD,483155.20,96631.04,A2,400100,CC1030,PC2003,ZN45,PO-82719,"Parking management",PROJECT-EPSILON,"Debit note"
INV-2026-04492,V1005,C2014,1000,2026-01-04,2026-01-09,2026-01-05,GBP,275335.43,41300.31,A2,500100,CC1010,PC2000,ZB01,,"HVAC maintenance",HR-ONBOARD,"Standard order"
INV-2025-04493,V1005,C2009,1000,2025-11-15,2025-11-15,2025-11-15,GBP,338698.28,16934.91,V2,400200,CC3020,PC2002,ZN45,PO-98947,"Security services",MKT-CAMPAIGN,"Monthly service fee"
INV-2025-04494,V1015,C2011,3000,2025-01-17,2025-01-17,2025-01-17,CAD,140930.64,14093.06,A1,400100,CC1020,PC3001,ZB02,PO-91734,"Recruitment costs 2025-01",PROJECT-ETA,"Annual renewal"
INV-2025-04495,V1018,C2011,2000,2025-09-16,2025-09-21,2025-09-19,CHF,186218.37,27932.76,V2,400400,CC2010,PC2002,,PO-82143,"Cleaning services",MAINT-Q1,"Full delivery"
INV-2025-04496,V1012,C2003,4000,2025-04-05,2025-04-10,2025-04-05,SGD,359244.86,17962.24,V3,600200,CC1030,PC2000,ZN14,PO-90592,"Catering services 2025-04",MAINT-Q1,"Annual renewal"
INV-2025-04497,V1020,C2007,4000,2025-02-15,2025-02-17,2025-02-15,JPY,101909.72,7133.68,A2,700200,CC3010,PC2001,ZB01,PO-89884,"Elevator servicing",PROJECT-ALPHA,"Late delivery penalty"
INV-2025-04498,V1005,C2012,4000,2025-08-06,2025-08-08,2025-08-08,GBP,150365.67,15036.57,A1,600100,CC2020,PC2000,ZN45,PO-80119,"Legal advisory",PROJECT-ALPHA,"Retainer fee"
INV-2025-04499,V1009,C2015,4000,2025-01-23,2025-01-24,2025-01-26,SGD,55097.40,8264.61,V1,500100,CC1040,PC4000,ZN45,PO-89568,"Recruitment costs 2025-01",PROJECT-DELTA,"Late delivery penalty"
INV-2026-04500,V1005,C2013,4000,2026-02-28,2026-03-05,2026-03-02,EUR,234148.39,46829.68,V1,400500,CC2030,PC2003,ZN14,PO-97185,"Audit fees",MAINT-Q4,"Final settlement"
INV-2025-04501,V1004,C2009,4000,2025-06-21,2025-06-21,2025-06-23,SGD,13072.88,2614.58,A1,700100,CC1010,PC2000,ZN60,PO-90067,"Legal advisory 2025-06",R&D-PHASE2,"Phase 1 delivery"
INV-2026-04502,V1018,C2012,2000,2026-01-24,2026-01-26,2026-01-25,JPY,243250.38,12162.52,A2,500100,CC3010,,ZN14,PO-80959,"Water treatment 2026-01",R&D-PHASE2,"Retainer fee"
INV-2025-04503,V1009,C2010,1000,2025-01-29,2025-02-03,2025-01-31,CAD,176887.41,35377.48,A1,700100,CC3020,PC2003,ZN30,PO-96455,"Marketing materials",PROJECT-GAMMA,"Early payment discount"
INV-2025-04504,V1003,C2005,2000,2025-11-21,2025-11-25,2025-11-24,GBP,56505.41,8475.81,A2,400200,CC2020,PC2003,ZN90,PO-84704,"Catering services",PROJECT-BETA,"Quality inspection"
INV-2025-04505,V1004,C2011,4000,2025-09-22,2025-09-24,2025-09-24,USD,203529.83,0.00,V0,400500,CC1050,,ZN45,PO-87254,"Safety equipment 2025-09",R&D-PHASE2,"Full delivery"
INV-2025-04506,V9999,C2014,3000,2025-10-16,2025-10-18,2025-10-16,USD,150167.71,0.00,V0,400400,CC0000,PC2000,,PO-87160,"Recruitment costs",MAINT-Q4,"Service completion"
INV-2025-04507,V1016,C2005,1000,2025-11-24,2025-11-27,2025-11-24,CHF,428968.41,0.00,V0,600200,CC1050,PC4000,ZN14,PO-82454,"Annual licence renewal",MKT-CAMPAIGN,"Retainer fee"
INV-2025-04508,V1016,C2005,3000,2025-05-29,2025-05-30,2025-05-31,JPY,252453.84,0.00,V0,400200,CC1050,PC2000,ZN45,PO-95130,"Temporary staffing 2025-05",PROJECT-ETA,"Partial delivery"
INV-2025-04509,V1011,C2003,3000,2025-06-28,2025-06-29,2025-07-01,SGD,169130.85,0.00,V0,400300,CC1030,PC3001,,PO-80953,"Network infrastructure",R&D-PHASE2,"Rebate claim"
INV-2026-04510,V1016,C2012,2000,2026-03-17,2026-03-19,2026-03-20,AUD,463763.97,92752.79,V3,700200,CC1020,PC4000,ZB01,PO-92196,"Vehicle leasing",R&D-PHASE1,"Progress billing"
INV-2025-04511,V1003,C2012,1000,2025-01-10,2025-01-13,2025-01-13,JPY,20096.28,0.00,V0,700100,CC3020,PC3001,ZN90,PO-89831,"Cleaning services",MAINT-Q2,"Rework charges"
INV-2026-04512,V1002,C2002,1000,2026-03-09,2026-03-12,2026-03-10,CAD,337661.43,33766.14,V3,400400,CC3020,PC2001,,PO-80820,"Hardware procurement",PROJECT-THETA,"Retainer fee"
INV-2025-04513,V1003,C2005,4000,2025-07-25,2025-07-28,2025-07-27,SGD,222456.34,33368.45,V1,400300,CC2020,PC2001,ZN90,PO-91222,"Software licences 2025-07",CAPEX-2026,"Phase 2 delivery"
INV-2025-04514,V1006,C2004,3000,2025-07-01,2025-07-01,2025-07-02,JPY,85261.41,0.00,V0,600200,CC1040,PC3001,ZN30,PO-93958,"Catering services",PROJECT-ETA,"Service completion"
INV-2025-04515,V1006,C2013,2000,2025-08-08,2025-08-12,2025-08-10,AUD,111257.58,11125.76,V2,500300,CC2030,PC3001,ZN30,PO-80419,"Office supplies",MAINT-Q2,"Debit note"
INV-2025-04516,V1004,C2015,2000,2025-01-07,2025-01-07,2025-01-09,USD,408127.87,0.00,V0,400400,CC3020,PC3000,ZB01,PO-81668,"Courier services",PROJECT-ALPHA,"Phase 1 delivery"
INV-2025-04517,V1004,C2003,3000,2025-07-11,2025-07-11,2025-07-14,EUR,373409.25,26138.65,V3,500100,CC3020,PC2002,ZB01,PO-85513,"Recruitment costs",IT-REFRESH,"Full delivery"
INV-2026-04518,V1010,C2002,3000,2026-03-18,2026-03-22,2026-03-19,SGD,349539.32,34953.93,V2,500200,CC3020,PC4000,ZB02,PO-80316,"Annual licence renewal",PROJECT-ALPHA,"Phase 1 delivery"
INV-2025-04519,V1003,C2011,1000,2025-12-26,2025-12-26,2025-12-28,AUD,270265.37,0.00,V0,700100,CC2010,,ZB01,PO-91569,"Lab equipment",MAINT-Q4,"Phase 2 delivery"
INV-2025-04520,V1011,C2003,4000,2025-05-14,2025-05-17,2025-05-16,GBP,159589.45,0.00,V0,700200,CC1030,PC3000,ZN60,PO-85820,"Cloud hosting fees",R&D-PHASE1,"Rework charges"
INV-2025-04521,V1013,C2003,3000,2025-06-02,2025-06-05,2025-06-05,EUR,350697.90,17534.90,V3,600100,CC1010,PC2000,,PO-97703,"Staff training",CAPEX-2026,"Credit note adjustment"
INV-2025-04522,V1013,C2002,2000,2025-11-30,2025-12-02,2025-11-30,JPY,114712.71,0.00,V0,600100,CC3020,PC2001,ZB02,PO-80952,"Courier services",IT-REFRESH,"Debit note"
INV-2025-04523,V1013,C2013,1000,2025-02-24,2025-02-24,2025-02-24,USD,79790.48,0.00,V0,500100,CC1040,PC2001,ZN90,PO-99807,"Safety equipment",PROJECT-ALPHA,"Rework charges"
INV-2025-04524,V1018,C2001,1000,2025-12-31,2025-12-31,2025-12-31,GBP,329496.79,32949.68,V2,500100,CC1040,PC2003,,PO-81030,"Pest control",PROJECT-GAMMA,"Partial delivery"
INV-2025-04525,V1015,C2003,2000,2025-05-19,2025-05-23,2025-05-19,AUD,494869.88,49486.99,V2,400400,CC1040,PC4000,ZB02,PO-81114,"Recruitment costs",MKT-CAMPAIGN,"Debit note"
INV-2025-04526,V1015,C2004,1000,2025-10-23,2025-10-27,2025-10-24,JPY,51378.76,5137.88,A1,400100,CC1010,PC2002,ZN60,PO-81123,"Water treatment",PROJECT-ETA,"Emergency repair"
INV-2025-04527,V1016,C2010,2000,2025-03-20,2025-03-23,2025-03-22,CHF,313535.37,21947.48,A2,400100,CC3010,PC2002,ZN14,PO-86450,"Printing costs",PROJECT-ZETA,"Ad-hoc request"
INV-2025-04528,V1012,C2008,2000,2025-01-15,2025-01-20,2025-01-15,GBP,208628.87,10431.44,A2,400400,CC1010,PC2002,ZN60,PO-94730,"Contractor payments",PROJECT-GAMMA,"Project milestone payment"
INV-2026-04529,V1015,C2007,3000,2026-02-28,2026-03-03,2026-03-01,USD,396318.74,19815.94,A1,500200,CC2020,PC3001,ZB01,PO-93389,"Staff training",PROJECT-BETA,"Ad-hoc request"
INV-2025-04530,V1011,C2010,2000,2025-06-03,2025-06-05,2025-06-03,SGD,492318.25,73847.74,V3,700200,CC3010,PC3001,ZB01,PO-83980,"Professional services",FACILITIES,"Phase 1 delivery"
INV-2025-04531,V1007,C2006,1000,2025-04-11,2025-04-12,2025-04-12,EUR,304195.82,15209.79,A2,400300,CC1030,PC2003,ZN45,PO-85308,"Waste disposal 2025-04",HR-ONBOARD,"Partial delivery"
INV-2025-04532,V1012,C2005,1000,2025-08-19,2025-08-23,2025-08-19,AUD,287837.88,20148.65,V1,500100,CC1010,PC2000,ZN30,PO-93269,"Safety equipment 2025-08",R&D-PHASE2,"Early payment discount"
INV-2025-04533,V1008,C2015,3000,2025-08-04,2025-08-04,2025-08-04,EUR,363393.23,25437.53,V2,600200,CC2010,PC3000,ZN14,PO-89612,"Safety equipment",R&D-PHASE1,"Full delivery"
INV-2026-04534,V1012,C2006,4000,2026-03-29,2026-04-02,2026-03-31,CAD,284491.68,19914.42,V2,400300,CC1050,PC2003,ZN60,PO-95584,"Equipment rental 2026-03",MAINT-Q2,"Final settlement"
INV-2025-04535,V1006,C2013,2000,2025-09-27,2025-09-28,2025-09-27,JPY,302815.90,30281.59,V1,400200,CC1010,,ZN30,PO-99025,"Parking management 2025-09",PROJECT-ZETA,"Progress billing"
INV-2025-04536,V1009,C2007,3000,2025-12-23,2025-12-27,2025-12-25,CAD,103135.96,7219.52,V2,400500,CC1020,,ZN45,PO-89471,"Pest control",MKT-CAMPAIGN,"Debit note"
INV-2026-04537,V1003,C2014,3000,2026-01-30,2026-02-04,2026-02-02,USD,374105.09,74821.02,A2,600100,CC2010,PC3001,ZN14,PO-95682,"Server equipment",PROJECT-THETA,"One-time purchase"
INV-2026-04538,V1007,C2012,1000,2026-01-22,2026-01-23,2026-01-22,GBP,415250.25,0.00,V0,700100,CC1020,PC2002,ZB01,PO-93967,"Catering services 2026-01",PROJECT-DELTA,"Early payment discount"
INV-2025-04539,V1010,C2015,2000,2025-11-03,2025-11-08,2025-11-06,JPY,191067.26,28660.09,V2,600100,CC2010,PC3000,ZN45,PO-86640,"Parking management",CAPEX-2026,"Final settlement"
INV-2025-04540,V1009,C2015,3000,2025-03-13,2025-03-17,2025-03-14,AUD,61429.52,0.00,V0,500100,CC2030,PC2003,ZN60,,"Contractor payments",IT-REFRESH,"Progress billing"
INV-2025-04541,V1007,C2011,1000,2025-03-13,2025-03-18,2025-03-16,CHF,158955.55,15895.56,V2,500300,CC1020,PC3001,ZB02,PO-88592,"Contractor payments",PROJECT-ALPHA,"Rebate claim"
INV-2025-04542,V1008,C2015,2000,2025-04-04,2025-04-09,2025-04-06,GBP,137463.60,0.00,V0,400300,CC1010,,ZN45,PO-84511,"Recruitment costs",PROJECT-ALPHA,"Partial delivery"
INV-2025-04543,V1017,C2011,3000,2025-05-05,2025-05-09,2025-05-07,EUR,143667.70,28733.54,V3,400300,CC1020,PC3000,ZN60,PO-97951,"Waste disposal",R&D-PHASE1,"Debit note"
INV-2026-04544,V1013,C2012,4000,2026-03-17,2026-03-22,2026-03-19,CAD,9207.12,920.71,A1,600100,CC2010,,ZN90,PO-93392,"Pest control",MAINT-Q1,"Full delivery"
INV-2025-04545,V1014,C2001,2000,2025-11-27,2025-11-29,2025-11-28,AUD,451315.73,0.00,V0,500200,CC2020,PC2002,ZN14,PO-90767,"Research materials",PROJECT-ALPHA,"Standard order"
INV-2025-04546,V1001,C2007,1000,2025-08-08,2025-08-09,2025-08-11,CAD,401237.66,80247.53,V2,600100,CC3010,,ZN60,PO-94913,"Security services 2025-08",PROJECT-ETA,"Full delivery"
,V1004,C2013,3000,2026-02-05,2026-02-10,2026-02-07,AUD,354468.23,24812.78,A1,500100,CC1020,,ZB01,PO-97785,"Elevator servicing",PROJECT-ETA,"Late delivery penalty"
,V1001,C2014,4000,2025-01-20,2025-01-22,2025-01-22,SGD,209184.26,20918.43,A2,700100,CC1020,,ZB01,PO-81523,"Data centre costs 2025-01",CAPEX-2026,"Phase 1 delivery"
INV-2025-04549,V1009,C2011,4000,2025-06-15,2025-06-19,2025-06-17,USD,47578.29,3330.48,V1,500300,CC2030,PC3001,ZB01,PO-81257,"Safety equipment 2025-06",FACILITIES,"Retainer fee"
INV-2025-04550,V1004,C2004,3000,2025-03-21,2025-03-26,2025-03-24,JPY,483980.88,33878.66,A1,400400,CC1040,PC2003,ZB01,PO-91382,"Hardware procurement",R&D-PHASE1,"One-time purchase"
INV-2025-04551,V1003,C2001,4000,2025-06-21,2025-06-26,2025-06-24,GBP,497465.86,49746.59,V1,700100,CC2030,,ZN90,PO-81509,"Cloud hosting fees",MAINT-Q3,"Commission payment"
INV-2025-04552,V1005,C2009,3000,2025-11-08,2025-11-08,2025-11-08,GBP,28029.75,1962.08,A2,700200,CC1030,,ZN60,PO-94238,"Consulting services",PROJECT-THETA,"Monthly service fee"
INV-2025-04553,V1011,C2002,4000,2025-11-01,2025-11-05,2025-11-04,SGD,443899.13,0.00,V0,400300,CC1010,PC3000,ZN90,PO-97049,"Equipment rental",PROJECT-DELTA,"Service completion"
INV-2025-04554,V1016,C2001,2000,2025-11-14,2025-11-19,2025-11-17,EUR,65735.75,9860.36,V1,400100,CC3020,PC2000,ZB01,PO-93420,"Safety equipment 2025-11",PROJECT-DELTA,"Advance payment"
INV-2025-04555,V1014,C2001,1000,2025-11-12,2025-11-17,2025-11-15,CAD,240983.07,0.00,V0,600200,CC2030,,ZN30,,"Network infrastructure",HR-ONBOARD,"Late delivery penalty"
INV-2025-04556,V1006,C2011,3000,2025-11-24,2025-11-24,2025-11-27,AUD,155923.36,10914.64,A2,400400,CC3020,PC2003,ZN45,PO-98692,"Network infrastructure",MKT-CAMPAIGN,"Ad-hoc request"
INV-2025-04557,V1008,C2013,4000,2025-10-21,2025-10-23,2025-10-22,GBP,360503.02,0.00,V0,600100,CC1050,PC2002,ZB01,PO-92615,"Professional services",MAINT-Q1,"Debit note"
INV-2026-04558,,C0000,1000,2026-03-24,2026-03-29,2026-03-26,SGD,238357.08,11917.85,A2,999999,,PC4000,ZN30,PO-87651,"Hardware procurement 2026-03",OPEX-2026,"Service completion"
INV-2025-04559,V1004,C2009,3000,2025-08-25,2025-08-25,2025-08-27,JPY,331222.97,66244.59,V3,400300,CC1010,PC2001,ZN60,PO-86969,"Server equipment",PROJECT-ETA,"Volume discount"
INV-2025-04560,V1005,C2014,3000,2025-01-24,2025-01-25,2025-01-25,AUD,69147.36,3457.37,V1,500200,CC1020,PC2001,ZN14,PO-97194,"Water treatment",PROJECT-THETA,"Rebate claim"
INV-2026-04561,V1013,C2009,2000,2026-01-05,2026-01-08,2026-01-08,GBP,403480.32,80696.06,V2,700200,CC1030,,,PO-89964,"Travel expenses",R&D-PHASE1,"Phase 1 delivery"
INV-2025-04562,V1001,C2003,2000,2025-03-16,2025-03-20,2025-03-17,USD,74504.71,0.00,V0,400300,CC1040,PC2002,ZN45,PO-94898,"Cloud hosting fees 2025-03",PROJECT-DELTA,"Progress billing"
INV-2025-04563,V1015,C2014,4000,2025-11-13,2025-11-18,2025-11-13,USD,255186.50,0.00,V0,400500,CC1010,PC3001,ZN45,PO-93715,"Elevator servicing",PROJECT-ETA,"Partial delivery"
INV-2026-04564,V1019,C2001,2000,2026-02-11,2026-02-12,2026-02-13,AUD,240723.70,24072.37,A2,700100,CC1020,PC2003,ZN45,PO-82714,"Temporary staffing",MKT-CAMPAIGN,"Partial delivery"
INV-2025-04565,V1005,C2009,1000,2025-11-26,2025-11-28,2025-11-26,CAD,360088.39,54013.26,A1,500200,CC2020,,ZN60,PO-96514,"Cleaning services",MAINT-Q1,"Partial delivery"
INV-2025-04566,V1010,C2011,2000,2025-12-24,2025-12-25,2025-12-24,CHF,160659.16,8032.96,A1,400200,CC1020,PC3001,ZB02,PO-89654,"Server equipment",PROJECT-DELTA,"Partial delivery"
INV-2025-04567,V1004,C2011,1000,2025-01-28,2025-01-29,2025-01-29,AUD,335534.44,16776.72,A1,500200,CC2010,PC2001,ZB01,PO-90514,"Elevator servicing",HR-ONBOARD,"Final settlement"
INV-2025-04568,V1016,C2008,2000,2025-08-25,2025-08-26,2025-08-28,SGD,493442.96,34541.01,V3,700100,CC2020,,ZN30,PO-96660,"Subscription fees",R&D-PHASE2,"Progress billing"
INV-2025-04569,V1011,C2005,4000,2025-06-16,2025-06-18,2025-06-18,JPY,9337.26,1400.59,V1,700100,CC2030,,ZN45,PO-85584,"Software licences",R&D-PHASE1,"Advance payment"
INV-2026-04570,V1011,C2007,3000,2026-03-28,2026-04-02,2026-03-30,EUR,272109.40,27210.94,V1,600100,CC2020,,,PO-82606,"Software licences",PROJECT-ETA,"Project milestone payment"
INV-2025-04571,V1005,C2014,3000,2025-04-22,2025-04-26,2025-04-22,AUD,430829.45,86165.89,A1,700100,CC1040,PC4000,ZN90,PO-94446,"Catering services",MAINT-Q1,"Service completion"
INV-2025-04572,V1015,C2011,4000,2025-01-19,2025-01-23,2025-01-19,EUR,453909.25,90781.85,V3,700200,CC1050,PC2002,ZB02,PO-93728,"Elevator servicing 2025-01",PROJECT-THETA,"Phase 1 delivery"
INV-2025-04573,V1013,C2014,3000,2025-08-07,2025-08-10,2025-08-08,CHF,126074.31,25214.86,A1,400100,CC1040,PC2003,ZB01,PO-83761,"Courier services",PROJECT-THETA,"Service completion"
INV-2025-04574,V1016,C2005,4000,2025-05-27,2025-05-27,2025-05-28,CHF,199523.11,29928.47,V2,500100,CC1030,PC2000,ZN60,PO-85970,"Contractor payments",HR-ONBOARD,"Monthly service fee"
INV-2025-04575,V1014,C2010,3000,2025-11-07,2025-11-09,2025-11-07,JPY,385049.25,77009.85,V1,700100,CC3020,PC2003,ZN90,PO-84133,"Pest control",PROJECT-EPSILON,"Phase 2 delivery"
INV-2025-04576,V1019,C2011,2000,2025-05-27,2025-05-30,2025-05-30,JPY,486444.74,97288.95,V3,600100,CC2010,,ZN45,PO-92900,"Courier services",R&D-PHASE2,"Quality inspection"
INV-2025-04577,V_UNKNOWN,C0000,,2025-11-20,2025-11-22,2025-11-21,CAD,171748.30,25762.24,V2,,CC_INVALID,PC2000,ZN60,PO-89700,"Water treatment",PROJECT-DELTA,"Standard order"
INV-2025-04578,V1004,C2015,3000,2025-01-19,2025-01-20,2025-01-22,EUR,414854.47,41485.45,V2,400200,CC2010,PC2003,ZN90,PO-88393,"Safety equipment",HR-ONBOARD,"Commission payment"
,V1002,C2011,4000,2025-12-02,2025-12-07,2025-12-02,AUD,409619.07,40961.91,V3,500100,CC1030,PC3000,ZN60,PO-87103,"Cleaning services",PROJECT-ALPHA,"Rework charges"
INV-2025-04580,V1008,C2013,1000,2025-01-28,2025-02-01,2025-01-31,GBP,469685.58,0.00,V0,400400,CC1050,PC2003,ZB01,PO-96576,"Office supplies 2025-01",OPEX-2026,"One-time purchase"
INV-2026-04581,V9999,C2001,1000,2026-03-02,2026-03-06,2026-03-05,GBP,148456.53,0.00,V0,,CC_INVALID,PC2001,ZN60,PO-97852,"Facilities maintenance 2026-03",FACILITIES,"Phase 1 delivery"
INV-2025-04582,V1017,C2003,2000,2025-08-20,2025-08-24,2025-08-22,JPY,98308.82,0.00,V0,400100,CC2010,PC2000,ZB02,PO-81941,"Annual licence renewal 2025-08",CAPEX-2026,"Ad-hoc request"
INV-2025-04583,V1009,C2001,2000,2025-01-22,2025-01-22,2025-01-25,EUR,362625.48,25383.78,V3,700100,CC1040,PC2001,ZN14,PO-93241,"Research materials 2025-01",HR-ONBOARD,"Service completion"
INV-2025-04584,V1006,C2002,2000,2025-03-07,2025-03-07,2025-03-10,JPY,420785.61,21039.28,A1,400200,CC1030,PC2002,ZN30,,"Catering services",MAINT-Q4,"Monthly service fee"
INV-2025-04585,V1004,C2014,3000,2025-11-11,2025-11-15,2025-11-12,CHF,179501.03,26925.15,A2,400100,CC1020,PC2002,ZN60,PO-99268,"Security services",PROJECT-ETA,"Phase 2 delivery"
INV-2026-04555,V1011,C2005,4000,2026-02-22,2026-02-27,2026-02-23,JPY,317986.71,22259.07,V2,500300,CC3010,,ZN45,PO-85195,"Water treatment",MAINT-Q3,"Standard order"
INV-2025-04587,V1006,C2001,2000,2025-07-17,2025-07-18,2025-07-20,JPY,282388.12,0.00,V0,400300,CC1030,PC2000,ZN45,PO-85693,"Water treatment",CAPEX-2026,"Retainer fee"
INV-2025-04588,V1014,C2001,2000,2025-09-01,2025-09-02,2025-09-04,CHF,396682.60,27767.78,A2,600100,CC2020,PC3001,ZN30,PO-98093,"Courier services 2025-09",PROJECT-ZETA,"Full delivery"
INV-2025-04589,V1014,C2013,2000,2025-09-05,2025-09-06,2025-09-08,CHF,397452.13,39745.21,A2,500300,CC3020,PC3001,ZN14,PO-90650,"Facilities maintenance 2025-09",PROJECT-ETA,"Standard order"
INV-2025-04590,V1016,C2008,1000,2025-04-04,2025-04-06,2025-04-06,AUD,482242.58,96448.52,V2,600100,CC1030,PC4000,ZN30,PO-99524,"Lab equipment 2025-04",R&D-PHASE1,"Project milestone payment"
INV-2025-04591,V1004,C2013,1000,2025-11-27,2025-11-29,2025-11-29,CAD,240644.02,0.00,V0,700100,CC1030,,ZB01,PO-98012,"Landscaping",PROJECT-BETA,"Annual renewal"
INV-2025-04592,V1017,C2012,3000,2025-03-04,2025-03-05,2025-03-07,GBP,326442.56,32644.26,A2,600100,CC1010,PC3001,ZN14,PO-96953,"HVAC maintenance",PROJECT-DELTA,"Project milestone payment"
INV-2025-04593,V1005,C2013,2000,2025-06-21,2025-06-24,2025-06-23,USD,75710.60,7571.06,A2,400500,CC1030,,ZN90,PO-96788,"Facilities maintenance",PROJECT-EPSILON,"Credit note adjustment"
INV-2026-04594,V1010,C2012,3000,2026-02-04,2026-02-07,2026-02-05,CAD,332568.72,66513.74,V3,400300,CC1050,PC4000,ZN30,PO-99010,"Courier services 2026-02",PROJECT-ETA,"Blanket PO release"
INV-2026-04595,V1010,C2003,3000,2026-03-19,2026-03-22,2026-03-20,GBP,155647.07,23347.06,V1,700100,CC2020,PC2000,ZB01,PO-93711,"Research materials",R&D-PHASE2,"Rebate claim"
INV-2025-04596,V1015,C2007,4000,2025-10-06,2025-10-08,2025-10-06,AUD,421699.28,63254.89,V1,400500,CC2020,PC4000,ZB02,PO-88224,"Building repairs 2025-10",HR-ONBOARD,"Scheduled maintenance"
INV-2025-04597,V1008,C2005,3000,2025-01-08,2025-01-13,2025-01-08,JPY,329158.91,16457.95,A2,500200,CC1020,PC3001,ZN14,PO-91221,"Safety equipment 2025-01",PROJECT-BETA,"Full delivery"
INV-2025-04598,V1013,C2005,3000,2025-04-17,2025-04-18,2025-04-17,USD,433641.69,30354.92,A1,700200,CC1040,PC3001,,PO-88711,"Office supplies 2025-04",PROJECT-EPSILON,"One-time purchase"
INV-2025-04599,V1002,C2003,1000,2025-05-05,2025-05-06,2025-05-08,CAD,125311.35,6265.57,V2,500200,CC1040,,ZN60,PO-96062,"Annual licence renewal",PROJECT-THETA,"Emergency repair"
INV-2025-04600,V1009,C2009,3000,2025-11-13,2025-11-18,2025-11-14,EUR,35291.40,0.00,V0,400300,CC1020,PC2001,ZN90,PO-98135,"Lab equipment 2025-11",PROJECT-ZETA,"Partial delivery"
INV-2025-04601,V1004,C2008,1000,2025-08-27,2025-08-30,2025-08-29,EUR,3978.46,0.00,V0,700100,CC1050,PC2002,ZN90,,"Security services",PROJECT-ALPHA,"Blanket PO release"
INV-2025-04602,V1006,C2006,4000,2025-03-19,2025-03-22,2025-03-19,GBP,267092.58,26709.26,A1,400400,CC2030,PC2002,ZN45,,"Equipment rental",PROJECT-ETA,"Partial delivery"
INV-2025-04603,V1004,C2012,3000,2025-04-14,2025-04-19,2025-04-15,CAD,360152.18,25210.65,V1,400500,CC2010,PC2002,ZN30,PO-89951,"Security services",IT-REFRESH,"Rebate claim"
INV-2025-04604,V1004,C2005,4000,2025-06-25,2025-06-25,2025-06-26,CHF,23895.81,4779.16,A2,400100,CC2010,PC3000,,PO-90078,"Lab equipment",MAINT-Q4,"Emergency repair"
INV-2026-04605,V9999,C2014,4000,2026-03-14,2026-03-14,2026-03-17,EUR,351732.38,70346.48,A1,999999,CC0000,PC3001,ZN30,PO-94474,"Landscaping",PROJECT-DELTA,"Blanket PO release"
INV-2025-04606,V1018,C2015,2000,2025-05-30,2025-06-04,2025-05-31,USD,480209.75,0.00,V0,400100,CC2030,PC2001,ZN30,PO-83129,"Marketing materials",MAINT-Q3,"Rework charges"
INV-2025-04607,V1010,C2004,4000,2025-03-12,2025-03-16,2025-03-15,JPY,208898.36,0.00,V0,700200,CC1030,PC3000,ZN60,PO-85134,"Staff training",MAINT-Q3,"Scheduled maintenance"
,V1001,C2012,2000,2025-09-03,2025-09-08,2025-09-03,EUR,212321.01,31848.15,V2,500300,CC1030,PC2003,ZB01,PO-84259,"Pest control",PROJECT-ETA,"Commission payment"
INV-2025-03243,V1007,C2012,1000,2025-10-21,2025-10-22,2025-10-24,GBP,361107.32,18055.37,V1,400200,CC1010,PC2002,ZB01,PO-93791,"Data centre costs",R&D-PHASE1,"Retainer fee"
INV-2025-04610,V1019,C2013,4000,2025-02-23,2025-02-25,2025-02-25,CAD,123379.39,0.00,V0,400200,CC1030,PC3000,ZN14,PO-99549,"Marketing materials 2025-02",PROJECT-ALPHA,"Progress billing"
INV-2025-04611,V1007,C2006,4000,2025-05-02,2025-05-02,2025-05-03,EUR,276013.65,41402.05,V1,600200,CC3010,PC2001,ZN60,PO-89459,"Travel expenses",MAINT-Q3,"Retainer fee"
INV-2025-04612,V1020,C2002,4000,2025-12-31,2025-12-31,2026-01-02,AUD,204136.81,0.00,V0,600100,CC3020,PC2003,ZB01,PO-91592,"Parking management",PROJECT-ETA,"Rework charges"
INV-2026-04613,V1004,C2011,3000,2026-02-04,2026-02-09,2026-02-07,JPY,412632.62,41263.26,V3,400100,CC1020,PC3001,ZB02,PO-90832,"Office supplies 2026-02",PROJECT-THETA,"Annual renewal"
INV-2025-04614,V1018,C2001,3000,2025-08-05,2025-08-06,2025-08-08,USD,449184.75,44918.48,V1,600100,CC1010,,ZN60,,"Professional services",OPEX-2026,"Scheduled maintenance"
